Date,City,Longitude,Latitude,PM2.5 (µg/m³),PM10 (µg/m³),Wind Speed (m/s),Wind Direction (degrees)
2019-09-01,Seoul,126.978,37.5665,41.84125046435838,0.0,0.14151239123772077,102.15849184203806
2019-09-01,Tokyo,139.6917,35.6895,30.405114870291072,0.0,0.8317559530614032,82.5525840013079
2019-09-01,Beijing,116.4074,39.9042,79.27619805059294,0.0,1.3740792143375882,266.72450065776496
2019-09-01,Delhi,77.1025,28.7041,86.88751762520042,0.0,2.1750499424019214,339.7296024591012
2019-09-01,Bangkok,100.5018,13.7563,12.103673618923949,0.0,2.797583279719059,226.9501010589091
2019-09-01,Busan,129.0756,35.1796,8.067128298705484,0.0,1.602594671192915,289.6133311613522
2019-09-01,Daegu,128.5911,35.8704,41.353334978566636,0.0,0.6167756739420359,279.51818180582393
2019-09-01,Osaka,135.5023,34.6937,14.289464722594403,0.0,0.39943259847177687,12.560550728288405
2019-09-01,Sapporo,141.3545,43.0618,5.878707742823508,0.0,1.5444893645635982,201.55643718854245
2019-09-01,Fukuoka,130.4017,33.5904,9.660775290853962,0.0,1.2079147820449236,28.055096708815483
2019-09-01,Kyoto,135.7681,35.0116,23.612422239693842,0.0,0.058580599663796216,25.67650313238221
2019-09-01,Shanghai,121.4737,31.2304,19.422278896286116,0.0,3.478183758796572,51.3533406343702
2019-09-01,Guangzhou,113.2644,23.1291,35.47340909904051,0.0,3.1197781711427717,40.75258217049807
2019-09-01,Chongqing,106.5516,29.563,85.32292383733875,0.0,0.646506288042301,21.933296775399185
2019-09-01,Tianjin,117.1902,39.1256,48.30332756000644,0.0,2.271210270951007,275.7214151287044
2019-09-01,Wuhan,114.3055,30.5928,71.71875893163815,0.0,1.210856543265722,41.40377717670131
2019-09-01,Nanjing,118.7969,32.0603,39.258260642327514,0.0,2.262992167511093,356.76215852840414
2019-09-01,Hangzhou,120.1551,30.2741,38.76409238046108,0.0,2.2088600221903976,71.48703314477127
2019-09-01,Chengdu,104.0668,30.5728,102.6046447805129,0.0,0.7523375898209238,88.05505812603727
2019-09-01,Almaty,76.8512,43.222,21.576889608354577,0.0,1.133101280576849,82.43620141409104
2019-09-01,Bishkek,74.5698,42.8746,16.19944001163276,0.0,1.0123856445593309,118.42033991251492
2019-09-01,Dushanbe,68.7864,38.5481,22.65791998468103,0.0,0.317295248458438,120.37027355757178
2019-09-01,Kathmandu,85.324,27.7172,25.51416500296,0.0,0.12664043477310313,355.9428083482881
2019-09-01,Yangon,96.1951,16.8409,10.969491093248962,0.0,2.7906400060381134,238.11798632105587
2019-09-01,Guwahati,91.7362,26.1445,24.855548730329247,0.0,1.2404643942623501,20.53511015349676
2019-09-01,Ulaanbaatar,106.9057,47.8864,5.259320978723281,0.0,1.2231607264918025,321.3899166996277
2019-09-01,Irkutsk,104.2964,52.2869,6.5089493794801,0.0,0.6493730543580346,204.1301323819616
2019-09-02,Seoul,126.978,37.5665,50.80487852637816,0.0,0.12236106526916225,297.35245623360953
2019-09-02,Tokyo,139.6917,35.6895,15.871838954240047,0.0,0.8342921036322012,248.83076063186252
2019-09-02,Beijing,116.4074,39.9042,97.2524887288273,0.0,0.9430397983603973,260.49458402360443
2019-09-02,Delhi,77.1025,28.7041,103.24395560701305,0.0,0.12898684531900903,353.35289162369963
2019-09-02,Bangkok,100.5018,13.7563,19.907613335590213,0.0,2.165123696221951,206.87688058818617
2019-09-02,Busan,129.0756,35.1796,6.910890526512503,0.0,2.4340578283312775,42.40608962453044
2019-09-02,Daegu,128.5911,35.8704,27.362736076952388,0.0,0.8455353145482307,36.69135534863486
2019-09-02,Osaka,135.5023,34.6937,8.066706413956126,0.0,0.911712532914437,220.26918002125777
2019-09-02,Sapporo,141.3545,43.0618,6.026339427478433,0.0,1.7077337190518886,200.79468392070035
2019-09-02,Fukuoka,130.4017,33.5904,12.02103838693347,0.0,1.0630572358426194,302.7613125164286
2019-09-02,Kyoto,135.7681,35.0116,13.022476430535335,0.0,0.5243283532451702,208.75997829766376
2019-09-02,Shanghai,121.4737,31.2304,70.89317222153113,0.0,2.966575882381533,58.808176634208806
2019-09-02,Guangzhou,113.2644,23.1291,31.815524437206477,0.0,3.278552185694312,43.807416343076085
2019-09-02,Chongqing,106.5516,29.563,84.51706179357643,0.0,0.5537398086424944,13.31896036670392
2019-09-02,Tianjin,117.1902,39.1256,61.269545881259546,0.0,2.3799205559452945,271.3810489233425
2019-09-02,Wuhan,114.3055,30.5928,74.71270890846426,0.0,1.2817445002121461,14.57338497001794
2019-09-02,Nanjing,118.7969,32.0603,35.25132186155133,0.0,2.1858165422989715,43.05259231767249
2019-09-02,Hangzhou,120.1551,30.2741,35.06060863855964,0.0,1.9247849173999325,91.20445599654637
2019-09-02,Chengdu,104.0668,30.5728,89.66179620983894,0.0,1.0041213128260915,104.21151477507857
2019-09-02,Almaty,76.8512,43.222,22.34334672834848,0.0,0.40865119142034106,11.202120692792278
2019-09-02,Bishkek,74.5698,42.8746,12.967299234389884,0.0,0.4894384656684888,61.48267301115884
2019-09-02,Dushanbe,68.7864,38.5481,19.113029381401248,0.0,0.48386886445749266,106.18840164037132
2019-09-02,Kathmandu,85.324,27.7172,28.582567423995897,0.0,0.2003431713072381,229.5354370084206
2019-09-02,Yangon,96.1951,16.8409,15.299795208534306,0.0,1.9946708397569548,232.82749863267463
2019-09-02,Guwahati,91.7362,26.1445,19.041502596905957,0.0,0.4873692004104363,121.16430085649714
2019-09-02,Ulaanbaatar,106.9057,47.8864,8.811650076268052,0.0,1.5098482182699648,351.74610559615587
