Date,City,Longitude,Latitude,PM2.5 (µg/m³),PM10 (µg/m³)
2022-09-01,Seoul,126.978,37.5665,24.080391014535962,34.76020538073499
2022-09-01,Tokyo,139.6917,35.6895,7.170541937995267,11.036505043193756
2022-09-01,Beijing,116.4074,39.9042,68.88316050890353,101.12928094940798
2022-09-01,Delhi,77.1025,28.7041,60.91171655953076,99.95468985835032
2022-09-01,Bangkok,100.5018,13.7563,41.50645693812294,59.72574257384622
2022-09-02,Seoul,126.978,37.5665,13.414562793911955,20.21162082144201
2022-09-02,Tokyo,139.6917,35.6895,9.549557589139113,14.645806345470191
2022-09-02,Beijing,116.4074,39.9042,69.31212936933662,101.07447678819881
2022-09-02,Delhi,77.1025,28.7041,66.68003038612369,107.04561503871446
2022-09-02,Bangkok,100.5018,13.7563,46.86938481768266,67.3641764592503
2022-09-03,Seoul,126.978,37.5665,9.944989720622743,15.439512779380493
2022-09-03,Tokyo,139.6917,35.6895,11.534858401773818,18.10609084884618
2022-09-03,Beijing,116.4074,39.9042,76.71992818814033,111.35193744848948
2022-09-03,Delhi,77.1025,28.7041,48.46261347779546,92.62065248094586
2022-09-03,Bangkok,100.5018,13.7563,29.567418735609863,42.56850161254988
2022-09-04,Seoul,126.978,37.5665,11.184989823220803,16.497530452852516
2022-09-04,Tokyo,139.6917,35.6895,12.062304932669576,19.329752021235436
2022-09-04,Beijing,116.4074,39.9042,85.71949194902118,125.05412883001554
2022-09-04,Delhi,77.1025,28.7041,28.552475939136457,70.17607117631997
2022-09-04,Bangkok,100.5018,13.7563,24.160620171187475,34.692000383529376
2022-09-05,Seoul,126.978,37.5665,12.431674356605527,17.856775613722675
2022-09-05,Tokyo,139.6917,35.6895,11.176457981321164,18.518456101901393
2022-09-05,Beijing,116.4074,39.9042,36.01254050522584,61.616383106866124
2022-09-05,Delhi,77.1025,28.7041,40.33480394127764,79.58691838894083
2022-09-05,Bangkok,100.5018,13.7563,22.683900979814098,32.59270187072616
2022-09-06,Seoul,126.978,37.5665,15.725088786666674,25.744995468812704
