Date,City,Longitude,Latitude,PM2.5 (µg/m³),PM10 (µg/m³),Wind Speed (m/s),Wind Direction (degrees)
2022-10-01,Seoul,126.978,37.5665,48.718757028609616,71.51050596121422,0.3818621537668605,57.39705799980216
2022-10-01,Tokyo,139.6917,35.6895,23.57694839361102,36.80673898998066,2.538429944128923,78.19887078235551
2022-10-01,Beijing,116.4074,39.9042,76.11669161633472,109.28592075742927,0.7358247724442751,324.31716327057507
2022-10-01,Delhi,77.1025,28.7041,84.61879730248256,133.1072212451545,1.2873980018288689,137.9215569549636
2022-10-01,Bangkok,100.5018,13.7563,15.729298752376053,22.6295107097485,2.1205863712239497,252.09033125417133
2022-10-01,Busan,129.0756,35.1796,22.30750695275674,36.3163792371779,0.7868321504296855,230.5097587727633
2022-10-01,Daegu,128.5911,35.8704,39.512237037797604,57.154942112447316,0.35819125288489684,92.45077675455117
2022-10-01,Osaka,135.5023,34.6937,12.220297662679513,19.000939488478252,0.5499857642585767,94.10012848706637
2022-10-01,Nagoya,136.9066,35.1802,17.3693592842028,27.32360115942356,0.8553385009393133,129.56555465698656
2022-10-01,Sapporo,141.3545,43.0618,8.731618095225713,14.678684046032231,0.45772740669242795,211.461181694152
2022-10-01,Fukuoka,130.4017,33.5904,18.604319862447483,27.490248299955056,0.8009898877253987,38.65479431848888
2022-10-01,Kyoto,135.7681,35.0116,15.8601327626684,24.56021697128108,0.9107107896002815,114.01119107919502
2022-10-01,Shanghai,121.4737,31.2304,45.61190891649858,66.54005346717895,4.468182956017521,299.47633199424905
2022-10-01,Guangzhou,113.2644,23.1291,17.51964617824342,27.046271000585875,2.3040410686413804,330.64510751033356
2022-10-01,Chongqing,106.5516,29.563,45.71947442855162,65.56544462910097,2.3778484387838166,298.21964307412117
2022-10-01,Tianjin,117.1902,39.1256,42.583682358099395,61.719063637610816,2.990633669838588,339.22621708076
2022-10-01,Wuhan,114.3055,30.5928,49.01268013668414,71.21838763168853,3.3733233214512426,273.6983859619199
2022-10-01,Nanjing,118.7969,32.0603,53.74316813799851,78.05958546214242,2.9024473969774225,322.4383582040859
2022-10-01,Hangzhou,120.1551,30.2741,37.629281024464944,54.83853371401892,1.6286482067908108,309.37975801776446
2022-10-01,Chengdu,104.0668,30.5728,99.56356450402382,142.34525735901116,1.1813150190748005,81.23376125356009
2022-10-01,Xi'an,108.9355,34.3416,28.934762141830106,41.4449594643429,1.6948986602175509,53.306515273687396
2022-10-01,Shenyang,123.4291,41.7968,30.854497623522548,45.59908006740443,1.0366548906776887,269.02521461095597
2022-10-01,Almaty,76.8512,43.222,16.08407806941159,23.7630715105297,0.9606291840496357,120.42747422663683
2022-10-01,Bishkek,74.5698,42.8746,4.79517536788876,7.234253640575616,0.8430230102559763,88.38037418603363
2022-10-01,Dushanbe,68.7864,38.5481,10.212733769776605,16.703518568306208,1.0878330989443463,70.1987244673159
2022-10-01,Kathmandu,85.324,27.7172,28.388422279590486,40.61753955397762,0.26482036422626704,263.10404136394726
2022-10-01,Yangon,96.1951,16.8409,13.10020980582749,19.093047143314834,1.8399473803291413,255.790878948289
2022-10-01,Guwahati,91.7362,26.1445,25.371795331352587,36.346744280990606,0.804003526834086,21.37878138061177
2022-10-01,Ulaanbaatar,106.9057,47.8864,3.425659533817793,5.8733777841268875,3.6237980118305426,90.34382249267075
2022-10-01,Irkutsk,104.2964,52.2869,1.3026105749602834,1.86268089841235,3.145597645651029,142.41884928594945
2022-10-02,Seoul,126.978,37.5665,42.65132247383008,61.40482611272091,2.0914711794970393,304.7954780730538
2022-10-02,Tokyo,139.6917,35.6895,24.682467625325444,38.72899156931453,1.9885749119392166,54.78221467967843
2022-10-02,Beijing,116.4074,39.9042,54.74154107787399,79.22503897361821,1.1706245287142554,72.14829952896804
2022-10-02,Delhi,77.1025,28.7041,65.5840750596326,113.57293061564633,2.488103387288297,147.0360424100019
2022-10-02,Bangkok,100.5018,13.7563,40.191231676089956,57.723845259261,0.28077387089948713,243.65986291533915
2022-10-02,Busan,129.0756,35.1796,12.501755186633545,23.056927034303953,2.8534233704479472,260.82162622904167
2022-10-02,Daegu,128.5911,35.8704,32.967331975441994,48.34540945353183,1.9195419023123315,284.12741137629195
2022-10-02,Osaka,135.5023,34.6937,13.439740875753614,20.449418158818844,0.4148675942645414,4.641878580235897
2022-10-02,Nagoya,136.9066,35.1802,19.378010307491422,30.86184108269663,0.725780545270812,311.2574163257192
2022-10-02,Sapporo,141.3545,43.0618,7.859967787737787,13.522675423871533,2.5398988431235967,290.91332412811033
2022-10-02,Fukuoka,130.4017,33.5904,21.4386197683325,31.370003483743858,0.9261646704938591,282.324396863621
2022-10-02,Kyoto,135.7681,35.0116,19.52700046103928,29.457705608137985,0.8398267250077495,333.06943483722057
2022-10-02,Shanghai,121.4737,31.2304,35.20760927244737,51.808633827477024,5.123750062731769,282.9524745744628
2022-10-02,Guangzhou,113.2644,23.1291,21.743321809708505,33.44751675626867,1.5355632406647688,332.74208576347996
2022-10-02,Chongqing,106.5516,29.563,27.680194136792124,39.592947587152594,2.4892339451368892,305.4305445249428
2022-10-02,Tianjin,117.1902,39.1256,21.022048102281587,31.959235258227636,2.9893890726163694,12.429235365899672
2022-10-02,Wuhan,114.3055,30.5928,33.299588864110774,48.71569458941849,4.2091589411119985,247.01759776305283
2022-10-02,Nanjing,118.7969,32.0603,44.91006677653786,65.30084561973126,2.475713333188341,254.18798785730564
2022-10-02,Hangzhou,120.1551,30.2741,28.141547758764318,41.39457487895015,1.8588529758858592,275.16216944447604
2022-10-02,Chengdu,104.0668,30.5728,98.70358752550601,141.10450763382687,1.12852496611057,80.47316830215942
