Date,Location,Longitude,Latitude,PM2.5 (µg/m³),PM10 (µg/m³),Wind Speed (m/s),Wind Direction (degrees)
2019-04-01,Grid_20.0_100.0,100.0,20.0,58.53570073099945,0.0,1.8916792333748949,265.95985122067935
2019-04-01,Grid_20.0_111.7,111.7,20.0,12.860263964853402,0.0,0.0,180.0
2019-04-01,Grid_20.0_123.4,123.4,20.0,24.253507646676553,0.0,0.0,180.0
2019-04-01,Grid_20.0_135.0,135.0,20.0,14.230455924746366,0.0,0.0,180.0
2019-04-01,Grid_32.5_100.0,100.0,32.5,4.6393306973868675,0.0,0.4518438072453696,217.81530348068463
2019-04-01,Grid_32.5_111.7,111.7,32.5,76.46578836784101,0.0,3.1834628381977508,324.15558897553774
2019-04-01,Grid_32.5_123.4,123.4,32.5,19.465028699983122,0.0,0.0,180.0
2019-04-01,Grid_32.5_135.0,135.0,32.5,12.939927351851566,0.0,0.0,180.0
2019-04-01,Grid_45.0_100.0,100.0,45.0,10.197100053233044,0.0,0.71243365805942,131.823292874941
2019-04-01,Grid_45.0_111.7,111.7,45.0,4.357094685047969,0.0,2.017398576048692,349.6736442547316
2019-04-01,Grid_45.0_123.4,123.4,45.0,39.31560854653071,0.0,1.5840713881384922,97.46001944863536
2019-04-01,Grid_45.0_135.0,135.0,45.0,20.82013672577432,0.0,2.6552059197771505,136.58890583514625
2019-04-02,Grid_20.0_100.0,100.0,20.0,60.40308164756425,0.0,1.6884089458006393,267.46024790773623
2019-04-02,Grid_20.0_111.7,111.7,20.0,12.520829706375025,0.0,0.0,180.0
2019-04-02,Grid_20.0_123.4,123.4,20.0,18.5447319722698,0.0,0.0,180.0
2019-04-02,Grid_20.0_135.0,135.0,20.0,16.982092176931474,0.0,0.0,180.0
2019-04-02,Grid_32.5_100.0,100.0,32.5,3.3524485409941462,0.0,1.1610457133235375,28.19025737840977
2019-04-02,Grid_32.5_111.7,111.7,32.5,101.60116659108098,0.0,0.2611799141319834,256.69921798532505
2019-04-02,Grid_32.5_123.4,123.4,32.5,21.13340435982991,0.0,0.0,180.0
2019-04-02,Grid_32.5_135.0,135.0,32.5,14.9262664450589,0.0,0.0,180.0
2019-04-02,Grid_45.0_100.0,100.0,45.0,36.4695686982941,0.0,0.6827089978593583,268.97644114379017
2019-04-02,Grid_45.0_111.7,111.7,45.0,5.29098587165322,0.0,3.587465370781011,213.94281936396956
2019-04-02,Grid_45.0_123.4,123.4,45.0,31.288333701695592,0.0,1.3785987844778134,176.80311051367045
2019-04-02,Grid_45.0_135.0,135.0,45.0,11.672040223231761,0.0,2.9382246707776094,148.47682617966532
2019-04-03,Grid_20.0_100.0,100.0,20.0,98.12599444103398,0.0,1.3716709557889668,257.31343711205704
2019-04-03,Grid_20.0_111.7,111.7,20.0,8.716378729900498,0.0,0.0,180.0
2019-04-03,Grid_20.0_123.4,123.4,20.0,12.50724857015939,0.0,0.0,180.0
2019-04-03,Grid_20.0_135.0,135.0,20.0,11.986781345285635,0.0,0.0,180.0
2019-04-03,Grid_32.5_100.0,100.0,32.5,5.01529795471356,0.0,1.6418681799821548,146.69755607172777
2019-04-03,Grid_32.5_111.7,111.7,32.5,109.94477861459018,0.0,0.3455075443577073,170.90094467609566
2019-04-03,Grid_32.5_123.4,123.4,32.5,14.652437485551673,0.0,0.0,180.0
2019-04-03,Grid_32.5_135.0,135.0,32.5,11.032934565946562,0.0,0.0,180.0
2019-04-03,Grid_45.0_100.0,100.0,45.0,42.84880716909356,0.0,2.3229264090978847,166.90341242726365
2019-04-03,Grid_45.0_111.7,111.7,45.0,35.81423513310256,0.0,4.358885530184755,190.268028471597
2019-04-03,Grid_45.0_123.4,123.4,45.0,22.562389290214924,0.0,1.3500154448154933,205.47837991178164
2019-04-03,Grid_45.0_135.0,135.0,45.0,7.744634267226047,0.0,1.3327051062174387,183.9605169724758
2019-04-04,Grid_20.0_100.0,100.0,20.0,93.85231436453978,0.0,1.1785259176117546,267.6734499002356
2019-04-04,Grid_20.0_111.7,111.7,20.0,10.054727717090373,0.0,0.0,180.0
2019-04-04,Grid_20.0_123.4,123.4,20.0,13.450604186004966,0.0,0.0,180.0
2019-04-04,Grid_20.0_135.0,135.0,20.0,12.365224399957242,0.0,0.0,180.0
2019-04-04,Grid_32.5_100.0,100.0,32.5,9.157705704865293,0.0,1.4982812071709657,170.53773774740478
2019-04-04,Grid_32.5_111.7,111.7,32.5,79.13704536122168,0.0,1.0979261842857868,217.38123341660918
2019-04-04,Grid_32.5_123.4,123.4,32.5,18.70035504225598,0.0,0.0,180.0
2019-04-04,Grid_32.5_135.0,135.0,32.5,11.9640795048781,0.0,0.0,180.0
2019-04-04,Grid_45.0_100.0,100.0,45.0,91.83261084899641,0.0,3.288678721146401,198.31859416035007
2019-04-04,Grid_45.0_111.7,111.7,45.0,6.1999818612434865,0.0,1.8967604846945911,70.91815454805061
2019-04-04,Grid_45.0_123.4,123.4,45.0,14.60890608484533,0.0,5.535031077907361,146.72900298574274
2019-04-04,Grid_45.0_135.0,135.0,45.0,12.330681364858265,0.0,1.3536480685166201,308.7886101032074
2019-04-05,Grid_20.0_100.0,100.0,20.0,101.1939332329348,0.0,1.5521976502602512,272.33129515732287
2019-04-05,Grid_20.0_111.7,111.7,20.0,10.206633760390105,0.0,0.0,180.0
2019-04-05,Grid_20.0_123.4,123.4,20.0,11.235906427486952,0.0,0.0,180.0
2019-04-05,Grid_20.0_135.0,135.0,20.0,11.454147852418828,0.0,0.0,180.0
2019-04-05,Grid_32.5_100.0,100.0,32.5,14.706755813165273,0.0,2.416195887530205,162.7883914966321
2019-04-05,Grid_32.5_111.7,111.7,32.5,59.235983229655176,0.0,1.9694146505382637,197.50369279325474
2019-04-05,Grid_32.5_123.4,123.4,32.5,57.422958832376025,0.0,0.0,180.0
2019-04-05,Grid_32.5_135.0,135.0,32.5,15.25242332434118,0.0,0.0,180.0
2019-04-05,Grid_45.0_100.0,100.0,45.0,58.96965049601022,0.0,1.3648655407721841,135.33882010992818
2019-04-05,Grid_45.0_111.7,111.7,45.0,8.167361897903902,0.0,4.11849874384736,33.3201489634568
2019-04-05,Grid_45.0_123.4,123.4,45.0,29.026669068343836,0.0,3.31116482621159,136.58169252277844
2019-04-05,Grid_45.0_135.0,135.0,45.0,14.486016830517201,0.0,2.076759001139158,163.44722812439147
2019-04-06,Grid_20.0_100.0,100.0,20.0,77.69820342673484,0.0,1.4104834727829367,265.04863095935195
2019-04-06,Grid_20.0_111.7,111.7,20.0,7.037557203659617,0.0,0.0,180.0
2019-04-06,Grid_20.0_123.4,123.4,20.0,8.856306799032154,0.0,0.0,180.0
2019-04-06,Grid_20.0_135.0,135.0,20.0,10.143167195053593,0.0,0.0,180.0
2019-04-06,Grid_32.5_100.0,100.0,32.5,7.591537176665497,0.0,1.3861993312280703,176.58835903195632
2019-04-06,Grid_32.5_111.7,111.7,32.5,75.96723605729494,0.0,0.6778713036153289,221.44426335275284
2019-04-06,Grid_32.5_123.4,123.4,32.5,48.3849973420547,0.0,0.0,180.0
2019-04-06,Grid_32.5_135.0,135.0,32.5,23.909604962568665,0.0,0.0,180.0
2019-04-06,Grid_45.0_100.0,100.0,45.0,54.67120089974742,0.0,1.3766390198704286,163.11558333391852
2019-04-06,Grid_45.0_111.7,111.7,45.0,10.156411711648161,0.0,4.392692790535443,25.728703250772895
2019-04-06,Grid_45.0_123.4,123.4,45.0,10.055972943234792,0.0,4.553931826634966,152.385896313099
2019-04-06,Grid_45.0_135.0,135.0,45.0,26.544709541553857,0.0,2.875088999852645,163.1814907567672
2019-04-07,Grid_20.0_100.0,100.0,20.0,74.18189085228732,0.0,1.712705779726692,254.1240584450012
2019-04-07,Grid_20.0_111.7,111.7,20.0,6.354007986431043,0.0,0.0,180.0
2019-04-07,Grid_20.0_123.4,123.4,20.0,7.645662769562023,0.0,0.0,180.0
2019-04-07,Grid_20.0_135.0,135.0,20.0,8.01750044132632,0.0,0.0,180.0
2019-04-07,Grid_32.5_100.0,100.0,32.5,4.268926101502757,0.0,0.5040899038876122,170.98090456720394
2019-04-07,Grid_32.5_111.7,111.7,32.5,99.57770430446544,0.0,1.6133669535109683,6.352472659674959
2019-04-07,Grid_32.5_123.4,123.4,32.5,76.1390168690923,0.0,0.0,180.0
2019-04-07,Grid_32.5_135.0,135.0,32.5,31.454565174726667,0.0,0.0,180.0
2019-04-07,Grid_45.0_100.0,100.0,45.0,122.695027471309,0.0,1.2872021058453473,166.3543092852021
2019-04-07,Grid_45.0_111.7,111.7,45.0,5.694128279998267,0.0,3.1931319324856013,8.88541355665214
2019-04-07,Grid_45.0_123.4,123.4,45.0,16.45714853282243,0.0,3.0761062020879004,142.1584710870519
2019-04-07,Grid_45.0_135.0,135.0,45.0,17.22366782530571,0.0,1.640880875061262,161.15153118263518
2019-04-08,Grid_20.0_100.0,100.0,20.0,53.08929118541528,0.0,1.2002575587862996,241.36817727359053
