Date,Location,Longitude,Latitude,PM2.5 (µg/m³),PM10 (µg/m³),Wind Speed (m/s),Wind Direction (degrees)
2018-04-01,Grid_20.0_100.0,100.0,20.0,69.36789276323907,0.0,0.6600520249173755,261.26570440688533
2018-04-01,Grid_20.0_111.7,111.7,20.0,10.988864040939461,0.0,0.0,180.0
2018-04-01,Grid_20.0_123.4,123.4,20.0,17.487558068296494,0.0,0.0,180.0
2018-04-01,Grid_20.0_135.0,135.0,20.0,22.67461951532823,0.0,0.0,180.0
2018-04-01,Grid_32.5_100.0,100.0,32.5,27.132898594572907,0.0,1.9142670994822975,146.02433448759535
2018-04-01,Grid_32.5_111.7,111.7,32.5,119.9159527232041,0.0,2.181726503992583,178.02519793712534
2018-04-01,Grid_32.5_123.4,123.4,32.5,27.74305229991114,0.0,0.0,180.0
2018-04-01,Grid_32.5_135.0,135.0,32.5,9.183504623422323,0.0,0.0,180.0
2018-04-01,Grid_45.0_100.0,100.0,45.0,176.123876372003,0.0,3.8748821857364044,180.4424196289668
2018-04-01,Grid_45.0_111.7,111.7,45.0,376.1580273931031,0.0,1.7014299900300804,151.44292066288355
2018-04-01,Grid_45.0_123.4,123.4,45.0,99.51960322496234,0.0,6.181355841825169,257.8539085770821
2018-04-01,Grid_45.0_135.0,135.0,45.0,38.73132925491518,0.0,2.3284299440775644,300.2964059444972
2018-04-02,Grid_20.0_100.0,100.0,20.0,72.66638135661196,0.0,1.0602051307069063,239.426116047599
2018-04-02,Grid_20.0_111.7,111.7,20.0,8.418836294765697,0.0,0.0,180.0
2018-04-02,Grid_20.0_123.4,123.4,20.0,11.05846969551294,0.0,0.0,180.0
2018-04-02,Grid_20.0_135.0,135.0,20.0,14.583726226646831,0.0,0.0,180.0
2018-04-02,Grid_32.5_100.0,100.0,32.5,12.601074850238092,0.0,1.3355976413221056,164.47904526986878
2018-04-02,Grid_32.5_111.7,111.7,32.5,115.09224862038536,0.0,0.5952562152411583,273.1655985620206
2018-04-02,Grid_32.5_123.4,123.4,32.5,18.603396156890994,0.0,0.0,180.0
2018-04-02,Grid_32.5_135.0,135.0,32.5,15.108696516108466,0.0,0.0,180.0
2018-04-02,Grid_45.0_100.0,100.0,45.0,71.8820274414611,0.0,1.783714698543518,101.59945213734304
2018-04-02,Grid_45.0_111.7,111.7,45.0,5.50657697218071,0.0,5.121830972117018,50.497310693917285
2018-04-02,Grid_45.0_123.4,123.4,45.0,54.639222923924535,0.0,4.729016996174956,119.1023143582605
2018-04-02,Grid_45.0_135.0,135.0,45.0,78.94263376329036,0.0,1.9550833957947282,227.0376353911652
2018-04-03,Grid_20.0_100.0,100.0,20.0,83.07083021463768,0.0,0.6778089706874505,214.56191339676096
2018-04-03,Grid_20.0_111.7,111.7,20.0,10.282938056604962,0.0,0.0,180.0
2018-04-03,Grid_20.0_123.4,123.4,20.0,9.928299071759739,0.0,0.0,180.0
2018-04-03,Grid_20.0_135.0,135.0,20.0,12.806077975824337,0.0,0.0,180.0
2018-04-03,Grid_32.5_100.0,100.0,32.5,6.276689834550098,0.0,0.9323352404794023,176.5669858580192
2018-04-03,Grid_32.5_111.7,111.7,32.5,128.3255102180192,0.0,2.9186806953087934,13.75615191456859
2018-04-03,Grid_32.5_123.4,123.4,32.5,14.015554050672563,0.0,0.0,180.0
2018-04-03,Grid_32.5_135.0,135.0,32.5,20.9899617686915,0.0,0.0,180.0
2018-04-03,Grid_45.0_100.0,100.0,45.0,73.57982667599572,0.0,2.708613337155362,259.8638580616119
2018-04-03,Grid_45.0_111.7,111.7,45.0,4.2292298552126795,0.0,3.500556573342852,9.55948072308476
2018-04-03,Grid_45.0_123.4,123.4,45.0,10.99976554286286,0.0,3.582446510242092,130.76507342411412
2018-04-03,Grid_45.0_135.0,135.0,45.0,21.36824939213966,0.0,4.293787598499886,149.30190944251217
2018-04-04,Grid_20.0_100.0,100.0,20.0,70.36126703496848,0.0,0.9488518830501146,222.41385774549764
2018-04-04,Grid_20.0_111.7,111.7,20.0,8.994138767093318,0.0,0.0,180.0
2018-04-04,Grid_20.0_123.4,123.4,20.0,7.822157144232733,0.0,0.0,180.0
2018-04-04,Grid_20.0_135.0,135.0,20.0,11.616639206124546,0.0,0.0,180.0
2018-04-04,Grid_32.5_100.0,100.0,32.5,9.549785850992976,0.0,1.6402661257612412,133.44093019421774
2018-04-04,Grid_32.5_111.7,111.7,32.5,173.68566318509693,0.0,2.8165966087225964,26.252552722328886
2018-04-04,Grid_32.5_123.4,123.4,32.5,15.175608325534995,0.0,0.0,180.0
2018-04-04,Grid_32.5_135.0,135.0,32.5,29.651886279680184,0.0,0.0,180.0
2018-04-04,Grid_45.0_100.0,100.0,45.0,21.358289359341143,0.0,5.0058757694793465,146.56918696913326
2018-04-04,Grid_45.0_111.7,111.7,45.0,83.05468668368121,0.0,5.2856163707663475,276.2460259602
2018-04-04,Grid_45.0_123.4,123.4,45.0,19.74514063363131,0.0,0.15715445520243773,302.5457772421588
2018-04-04,Grid_45.0_135.0,135.0,45.0,19.424803099354904,0.0,5.2470447866136976,154.49444100687222
2018-04-05,Grid_20.0_100.0,100.0,20.0,50.70919328886703,0.0,0.9227641579108173,217.8301968305319
2018-04-05,Grid_20.0_111.7,111.7,20.0,4.960901911488236,0.0,0.0,180.0
2018-04-05,Grid_20.0_123.4,123.4,20.0,6.296859922372278,0.0,0.0,180.0
2018-04-05,Grid_20.0_135.0,135.0,20.0,13.616926253234851,0.0,0.0,180.0
2018-04-05,Grid_32.5_100.0,100.0,32.5,50.72590880672578,0.0,2.7060884185304337,130.92994337990243
2018-04-05,Grid_32.5_111.7,111.7,32.5,118.57767390210938,0.0,2.638809091638804,166.09042108513896
2018-04-05,Grid_32.5_123.4,123.4,32.5,23.374425950350997,0.0,0.0,180.0
2018-04-05,Grid_32.5_135.0,135.0,32.5,20.977367398700153,0.0,0.0,180.0
2018-04-05,Grid_45.0_100.0,100.0,45.0,2.489336070610193,0.0,3.110542390267986,121.54611688979753
2018-04-05,Grid_45.0_111.7,111.7,45.0,19.9487075747129,0.0,7.662631772236952,96.99253312036596
2018-04-05,Grid_45.0_123.4,123.4,45.0,30.02980264454891,0.0,3.007781597722579,33.59102908682155
2018-04-05,Grid_45.0_135.0,135.0,45.0,13.213842464665504,0.0,2.4189656052701043,165.54536293783548
2018-04-06,Grid_20.0_100.0,100.0,20.0,35.322074154464644,0.0,0.6766612675003288,57.7218522825645
2018-04-06,Grid_20.0_111.7,111.7,20.0,32.13223465081683,0.0,0.0,180.0
2018-04-06,Grid_20.0_123.4,123.4,20.0,5.201398423082537,0.0,0.0,180.0
2018-04-06,Grid_20.0_135.0,135.0,20.0,11.364271301772533,0.0,0.0,180.0
2018-04-06,Grid_32.5_100.0,100.0,32.5,26.847096989968122,0.0,1.9695042702913617,145.20534397738282
2018-04-06,Grid_32.5_111.7,111.7,32.5,101.42804285351303,0.0,3.4236580119842364,138.89336419372816
2018-04-06,Grid_32.5_123.4,123.4,32.5,67.87927020468487,0.0,0.0,180.0
2018-04-06,Grid_32.5_135.0,135.0,32.5,24.432575074229135,0.0,0.0,180.0
2018-04-06,Grid_45.0_100.0,100.0,45.0,5.036162153970736,0.0,1.9774330818575905,195.4010847223687
2018-04-06,Grid_45.0_111.7,111.7,45.0,4.916980156366435,0.0,3.006795291694939,149.4057097485784
