Date,Location,Longitude,Latitude,PM2.5 (µg/m³),PM10 (µg/m³),Wind Speed (m/s),Wind Direction (degrees)
2018-07-01,Grid_20.0_100.0,100.0,20.0,11.040797609496167,0.0,1.8926500612217523,254.22200040286035
2018-07-01,Grid_20.0_111.7,111.7,20.0,21.420445861508597,0.0,0.0,180.0
2018-07-01,Grid_20.0_123.4,123.4,20.0,7.189175477151366,0.0,0.0,180.0
2018-07-01,Grid_20.0_135.0,135.0,20.0,3.8201393159909003,0.0,0.0,180.0
2018-07-01,Grid_32.5_100.0,100.0,32.5,3.460026043455855,0.0,0.9571644984919833,263.48238971062034
2018-07-01,Grid_32.5_111.7,111.7,32.5,72.54816836166356,0.0,2.0905661355098193,8.623647466803476
2018-07-01,Grid_32.5_123.4,123.4,32.5,14.04399707638504,0.0,0.0,180.0
2018-07-01,Grid_32.5_135.0,135.0,32.5,12.52259274053813,0.0,0.0,180.0
2018-07-01,Grid_45.0_100.0,100.0,45.0,99.33665268135883,0.0,2.536981162443531,131.83213414913325
2018-07-01,Grid_45.0_111.7,111.7,45.0,141.75267892824195,0.0,2.2002363014706425,246.1360742477824
2018-07-01,Grid_45.0_123.4,123.4,45.0,22.677120625758107,0.0,3.846240970070319,269.0691699726795
2018-07-01,Grid_45.0_135.0,135.0,45.0,10.412367856815763,0.0,1.1036319968787052,211.09107709913238
2018-07-02,Grid_20.0_100.0,100.0,20.0,9.475483508936122,0.0,2.108832515839396,248.0522141159811
2018-07-02,Grid_20.0_111.7,111.7,20.0,21.960179452662487,0.0,0.0,180.0
2018-07-02,Grid_20.0_123.4,123.4,20.0,8.419353214605962,0.0,0.0,180.0
2018-07-02,Grid_20.0_135.0,135.0,20.0,5.992593088421927,0.0,0.0,180.0
2018-07-02,Grid_32.5_100.0,100.0,32.5,2.719813707585672,0.0,1.9904047967520928,11.59941659120878
2018-07-02,Grid_32.5_111.7,111.7,32.5,69.72722843556767,0.0,2.6308847648359714,25.462779421610122
2018-07-02,Grid_32.5_123.4,123.4,32.5,16.237454047995925,0.0,0.0,180.0
2018-07-02,Grid_32.5_135.0,135.0,32.5,11.237696107002648,0.0,0.0,180.0
2018-07-02,Grid_45.0_100.0,100.0,45.0,39.550855035486165,0.0,1.046622251390698,149.247136025188
2018-07-02,Grid_45.0_111.7,111.7,45.0,111.08440389762109,0.0,3.810801276235371,227.59459270003902
2018-07-02,Grid_45.0_123.4,123.4,45.0,18.729949147200387,0.0,2.348663492715009,291.518629172578
2018-07-02,Grid_45.0_135.0,135.0,45.0,5.921304335743116,0.0,1.6418875636633736,303.8753664743424
2018-07-03,Grid_20.0_100.0,100.0,20.0,8.373425508523269,0.0,2.0577081888263886,246.1191252077552
2018-07-03,Grid_20.0_111.7,111.7,20.0,22.876719185660477,0.0,0.0,180.0
2018-07-03,Grid_20.0_123.4,123.4,20.0,10.483886647705276,0.0,0.0,180.0
2018-07-03,Grid_20.0_135.0,135.0,20.0,7.194408180311029,0.0,0.0,180.0
2018-07-03,Grid_32.5_100.0,100.0,32.5,2.300575063785004,0.0,1.7184739698717004,255.05629774991036
2018-07-03,Grid_32.5_111.7,111.7,32.5,59.74899863758765,0.0,2.2817927358293613,353.20401746199866
2018-07-03,Grid_32.5_123.4,123.4,32.5,13.13699637961463,0.0,0.0,180.0
